title,author,description,genre
Fatal feast,Jay Ruud,"""When an Irish knight dies mysteriously at a banquet she is hosting, Queen Guenivere is charged with murder and faces death at the stake if found guilty. Her loyal page, Gildas, rushes to the woods to track down Merlin and convince him to take up the investigation and save the queen. Fatal Feast is a fast-paced murder mystery set in the legendary court of Camelot, imagined as it might have existed in the high Middle Ages, with Sir Gawain, Sir Gareth, and Sir Lancelot in pivotal roles, and the young Gildas, enamored of the queen's young lady-in-waiting Rosemounde, an unlikely courtly lover focused on saving the queen and impressing his Rosemounde -- not necessarily in that order""--",fantasy
"Mirror of danger = originaly published as Come back, Lucy",Pamela Sykes,A ghost schemes to possess Lucy and keep her in the past forever.,fantasy
The hunters,John Flanagan,"Determined to recover the Adomal and to prevent the pirate Zavac from doing more damage, Hal and his brotherband crew persue Zavac to the lawless fortress of Ragusa where, if Hal is to succeed, he will have to go beyond his brotherband training and face the pirate one-on-one in a fight to the finish.",fantasy
Incarceron,Catherine Fisher,"Incarceron is a prison so vast that it contains not only cells, but also metal forests, dilapidated cities, and vast wilderness. Finn, a seventeen-year-old prisoner, has no memory of his childhood and is sure that he came from Outside Incarceron. Very few prisoners believe that there is an Outside, however, which makes escape seems impossible. And then Finn finds a crystal key that allows him to communicate with a girl named Claudia. She claims to live Outside. She is the daughter of the Warden of Incarceron, and doomed to an arranged marriage. Finn is determined to escape the prison, and Claudia believes she can help him. But they don't realize that there is more to Incarceron than meets the eye. Escape will take their greatest courage and cost more than they know. - Publisher.",fantasy
A darkling plain,Philip Reeve,"While dealing with people from their past and treachery from unexpected sources, Tom, Hester, and Wren return to save the world.",fantasy
The creatures of Narnia,Scout Driggs,"The Pervensie siblings go through the wardrobe and meet the mysterious creatures of Narnia, from Mr. and Mrs. Beaver to Mr. Fox, Mr. Tumnus, the evil dwarf Ginarrbrik, and the White Witch. Narnia can be a wonderful but dangerous place. Fortunately for Peter, Susan and Lucy, the kind creatures of the woods are ready to help them on their mission to rescue their brother Edmund, find the Great Lion, Aslan, and defeat the evil White Witch. Join Mr. and Mrs. Beaver, the Fox, Mr. Tumnus and all the friends who guide the children on their exciting journey. Meet the creatures of Narnia! In this 24-page illustrated storybook, parents and children can relive the excitement of the Chronicles of Narnia by reading about their favorite Narnian creatures.",fantasy
The search for the Red Dragon,James A. Owen,"Nine years after they came together to defeat the Winter King, John, Jack, and Charles return to the Archipelago of Dreams and face a new challenge involving the Lost Boys and giants.",fantasy
Dolphin watch,John Vornholt,"After thirteen-year-old Milos helps rescue a sailor in the open sea beyond Dinotopia's coral reef, he and some dolphins become involved with the young man's efforts to return home.",fantasy
When the sea is rising red,Cat Hellisen,"Felicita fakes her own suicide to escape from the strict confines of her aristocratic family and an arranged marriage, only to be confronted with the harsh realities of living in the slums and the ultimate discovery that the boy she has fallen in love with is plotting a rebellion to destroy her family.",fantasy
Dora in Wonderland,Mary Tillworth,Dora and Boots head into Wonderland and engage in adventures with quirky characters.,fantasy
Thornlost,Melanie Rawn,"""Melanie Rawn returns to her rich high fantasy world in Thornlost, the sequel to Touchstone and Elsewhens. Cayden is part Elf, part Fae, part human Wizard--and all rebel. His aristocratic mother would have him follow his father to the Royal Court, to make a high-society living off the scraps of kings. But Cade lives and breathes for the theater, and he's good, very good. He's a tregetour--a wizard who is both playwright and magicwielder. It is Cade's power that creates the magic, but a tregetour is useless without a glisker--an elf who can spin out the magic onto the stage, to enchant the audience. And Cade's glisker, Mieka, is something special too. So is their fettler, Rafe, who controls the magic and keeps them and the audience safe. And their masker, Jeska, who speaks all the lines, is every young girl's dream. They are reaching for the highest reaches of society and power, but not the way Cade's mother thinks they should. They'll change their world, or die trying""--",fantasy
The adventures of Tinker and Tanker,Richard Scarry,"Three stories about two good friends, a hippopotamus and a rabbit, and how they come to settle in Tootletown, take a trip West where they capture bandits, and attempt to build a spaceship to take them to the moon.",fantasy
Fantasy stories,Diana Wynne Jones,"An illustrated collection of short stories and excerpts from longer works dealing with witches, fairies, magic, and fantasy worlds.",fantasy
A Redwall winter's tale,Brian Jacques,"Funloving Bungo the molebabe and his friend Tubspike the hedgehog maid welcome a traveling troupe that visits Redwall Abbey to celebrate the coming of Snowbadger, the Lord of Wintertide.",fantasy
The Lost Warrior,Dan Jolley,"In the first book of the Graystripe’s Adventure manga arc, follow ThunderClan warrior Graystripe after he is captured by Twolegs in Warriors: The New Prophecy #3: [Dawn](https://openlibrary.org/works/OL5714287W/Dawn)—and embarks on a difficult journey home.

When the Twolegs destroy the warrior Clans' forest home, ThunderClan deputy Graystripe is captured trying to help his comrades escape! Trapped in the pampered life of a kittypet, Graystripe gets all the food and shelter he needs from his affectionate Twoleg family—but the forest is calling him. When he makes friends with a feisty kittypet named Millie, she encourages him to go in search of his lost friends. But will Graystripe ever find his way back to the Clan?",fantasy
Smoke Mountain,Jean Little,"When the bears learn of the legendary Last Great Wilderness, a fabled bear paradise, they believe that this must be their ultimate destination.",fantasy
Crown duel,Sherwood Smith,"To fulfill their father's dying wish, teenage Countess Meliara and her brother Branaric organize a revolution against a greedy king.",fantasy
The Amaranth Enchantment,Julie Berry,"Orphaned at age five, Lucinda, now fifteen, stands with courage against the man who took everything from her, aided by a thief, a clever goat, and a mysterious woman called the Witch of Amaranth, while the prince she knew as a child prepares to marry, unaware that he, too, is in danger.",fantasy
Daja's book,Tamora Pierce,"While at Gold Ridge castle to the north of Winding Circle, Daja and the three other mages-in-training who have become her friends develop their unique magical talents as they try to prevent a devastating forest fire from consuming everything in its path.",fantasy
The tenth city,Patrick Carman,"Alexa reveals the origin of the Land of Elyon while defending it against the evil Abaddon and his sinister forces, with not only the last Jocasta at stake but also the nature of the land itself.",fantasy
The siege of Macindaw,John Flanagan,"Now a full-fledged Ranger, Will must rescue his friend Alyss from a rogue knight and uncover vital information needed to ward off a Scotti invasion.",fantasy
Fly by night,Frances Hardinge,"A twelve-year-old orphan, Mosca Mye, and her homicidal goose, Saracen, travel to the city of Mandelion on the heels of smooth-talking con-man Eponymous Clent, driven by her love of language to find a better life.",fantasy
Mindy's mysterious miniature.,Jane Louise Curry,A young girl finds an old dollhouse with unsuspected magic powers.,fantasy
Murkmere,"Elliott, Patricia","A village girl, newly companion to the Master's ward in the days following the Ministration, challenges the motives of the religious leaders of the Divine Beings, the birds.",fantasy
